"Order_ID","order_date","delivery_date","order_type","Customer_Name","profit","product_line","product_name","product_group","product_category"
"  1232240447","       22316","       22316","Retail","Cosi Rimmington","        44.3","Outdoors","Deer Backpack","Backpacks","Outdoors"
"  1232307056","       22326","       22326","Retail","Robert Bowerman","        85.3","Outdoors","Lucky Tech Classic R","Outdoor Gear","Outdoors"
"  1232311932","       22326","       22326","Retail","Michael Dineley","       121.2","Clothes & Shoes","Lucky Knitwear Wool","Knitwear","Clothes"
"  1232331499","       22329","       22333","Catalog","Tulio D\u00e9vereaux","       213.5","Outdoors","Lucky Voss Jacket","Anoraks & Parkas","Outdoors"
"  1232410925","       22341","       22342","Internet","James Kvarniq","        28.9","Sports","Ii Pmt,Bone","Winter Sports","Winter Sports"
"  1232455720","       22348","       22348","Retail","James Kvarniq","       29.75","Sports","Swim Suit Laurel","Bathing Suits","Swim Sports"
"  1232530384","       22359","       22360","Internet","James Kvarniq","         8.3","Sports","Helmet M","Baseball","Team Sports"
"  1232530393","       22359","       22359","Retail","Annmarie Leveille","        16.6","Clothes & Shoes","Big Guy Men's Dri Fi","Eclipse Clothing","Clothes"
"  1232554759","       22363","       22363","Retail","Lendon Celii","       41.95","Outdoors","Expedition10,Medium,","Sleepingbags","Outdoors"
"  1232590052","       22369","       22369","Retail","Cosi Rimmington","        30.2","Sports","Anthony Women's Tenn","Tennis","Racket Sports"
"  1232601472","       22370","       22373","Catalog","Wynella Lewis","         105","Outdoors","Men's Pants, Basic","Outdoor Gear","Outdoors"
"  1232648239","       22377","       22385","Retail","Annmarie Leveille","         4.2","Children","Toddler Footwear Soc","Tracker Kid's Clothe","Children Sports"
"  1232654929","       22378","       22379","Internet","James Kvarniq","         119","Sports","A-team Sweat Round N","Jogging","Running - Jogging"
"  1232709099","       22386","       22386","Retail","James Kvarniq","        8.95","Clothes & Shoes","Essence.baseball Cap","Tracker Clothes","Clothes"
"  1232709115","       22386","       22386","Retail","Alvan Goheen","        33.9","Sports","Armour L","American Football","Team Sports"
"  1232723799","       22389","       22393","Internet","Wendell Summersby","       12.55","Children","O'my Children's T-Sh","N.D. Gear, Kids","Children Sports"
"  1232728634","       22389","       22393","Catalog","Sandrina Stephano","       92.15","Sports","Proskater Viablade T","Assorted Sports arti","Assorted Sports Arti"
"  1232777080","       22397","       22397","Retail","Ramesh Trentholme","       40.65","Outdoors","Inflatable 3.5","Outdoor Gear","Outdoors"
"  1232790793","       22399","       22399","Retail","Cosi Rimmington","        25.6","Outdoors","Sioux Men's Backpack","Backpacks","Outdoors"
"  1232857157","       22408","       22412","Catalog","Dianne Patchin","        89.8","Outdoors","Outback Sleeping Bag","Sleepingbags","Outdoors"
"  1232897220","       22414","       22414","Retail","Alvan Goheen","       379.2","Sports","Rollerskate Roller S","Skates","Assorted Sports Arti"
"  1232946301","       22422","       22424","Catalog","Karolina Dokter","        55.4","Clothes & Shoes","2bwet 3 Solid Bikini","Tracker Clothes","Clothes"
"  1232956741","       22423","       22424","Internet","Yan Kozlowski","        42.4","Outdoors","Dome Tent Monodome A","Outdoor Gear","Outdoors"
"  1232972274","       22426","       22426","Retail","Robert Bowerman","          74","Outdoors","Trekker 65 Royal Men","Backpacks","Outdoors"
"  1232985693","       22428","       22428","Retail","Duncan Robertshawe","       150.2","Sports","Barret 3.1 Women's S","Assorted Sports arti","Assorted Sports Arti"
"  1232998740","       22429","       22429","Retail","James Kvarniq","       50.28","Sports","Football - Helmet Pr","American Football","Team Sports"
"  1233003688","       22430","       22430","Retail","Alvan Goheen","       15.65","Sports","Victor 76 76mm Optic","Assorted Sports arti","Assorted Sports Arti"
"  1233066745","       22440","       22440","Retail","Ramesh Trentholme","       41.95","Outdoors","Expedition10,Medium,","Sleepingbags","Outdoors"
"  1233078086","       22441","       22441","Retail","Annmarie Leveille","       113.2","Clothes & Shoes","Twain Men's Exit Low","Shoes","Shoes"
"  1233092596","       22443","       22443","Retail","David Black","         8.8","Sports","Wrist Weight 1.10 Kg","Fitness","Indoor Sports"
"  1233131266","       22449","       22449","Retail","Dianne Patchin","        23.4","Sports","Smasher Tights","Tennis","Racket Sports"
"  1233166411","       22455","       22455","Retail","Robert Bowerman","        5.95","Sports","Wyoming Men's Socks","Assorted Sports arti","Assorted Sports Arti"
"  1233243603","       22466","       22466","Retail","Annmarie Leveille","           4","Sports","Baseball Orange Smal","Baseball","Team Sports"
"  1233315988","       22477","       22477","Retail","Sandrina Stephano","        47.5","Sports","Cougar Fleece Jacket","Gymnastic Clothing","Indoor Sports"
"  1233482761","       22502","       22502","Retail","Alvan Goheen","        18.1","Sports","Helmet XL","Baseball","Team Sports"
"  1233531965","       22510","       22510","Retail","Ramesh Trentholme","        59.2","Sports","Rollerskate Roller S","Skates","Assorted Sports Arti"
"  1233543560","       22511","       22512","Internet","James Kvarniq","       117.9","Sports","Force Technical Jack","Running Clothes","Running - Jogging"
"  1233545775","       22512","       22512","Retail","Wendell Summersby","        25.8","Sports","Ball Bag","Golf","Golf"
"  1233545781","       22512","       22512","Retail","Ramesh Trentholme","        3.35","Outdoors","Pocket Light with Cr","Outdoor Gear","Outdoors"
"  1233618453","       22523","       22523","Retail","Ramesh Trentholme","       35.15","Sports","Norwood Player Shirt","Soccer","Team Sports"
"  1233682051","       22532","       22536","Catalog","Sandrina Stephano","       24.75","Sports","Roth T-Shirt","Assorted Sports arti","Assorted Sports Arti"
"  1233689304","       22533","       22533","Retail","Annmarie Leveille","      825.45","Sports","Top Men's R&D Ultima","Top Trim","Indoor Sports"
"  1233837302","       22556","       22556","Retail","Cosi Rimmington","       551.8","Outdoors","Trekking Tent","Outdoor Gear","Outdoors"
"  1233895201","       22565","       22567","Catalog","Karolina Dokter","        12.7","Clothes & Shoes","Northern Fleece Scar","Eclipse Clothing","Clothes"
"  1233920795","       22568","       22568","Retail","Yan Kozlowski","        72.3","Sports","Black Morphe","Winter Sports","Winter Sports"
"  1233920805","       22568","       22568","Retail","Yan Kozlowski","         4.5","Outdoors","Knife","Outdoor Gear","Outdoors"
"  1234033037","       22585","       22585","Retail","Lendon Celii","       30.95","Clothes & Shoes","Alexis Women's Class","Orion","Clothes"
"  1234092222","       22594","       22594","Retail","Mikel Spetz","         4.1","Outdoors","Proofing Spray","Outdoor Gear","Outdoors"
"  1234133789","       22601","       22601","Retail","Cosi Rimmington","      162.35","Sports","Perfect Fit Men's St","Skates","Assorted Sports Arti"
"  1234186330","       22609","       22609","Retail","Dericka Pockran","      102.35","Sports","Rollerskate Roller S","Skates","Assorted Sports Arti"
"  1234198497","       22610","       22610","Retail","Annmarie Leveille","       21.65","Children","Sweatshirt Children'","A-Team, Kids","Children Sports"
"  1234247283","       22617","       22617","Retail","Annmarie Leveille","       105.7","Clothes & Shoes","Ultra W802 All Terra","LSF","Clothes"
"  1234255111","       22618","       22618","Retail","Jimmie Evans","       137.7","Sports","Garbo Fleece Jacket","Ski Dress","Winter Sports"
"  1234279341","       22622","       22626","Catalog","Tulio D\u00e9vereaux","        68.1","Outdoors","Mayday Sports Pullov","Outdoor Gear","Outdoors"
"  1234301319","       22625","       22625","Retail","Lendon Celii","        65.2","Sports","Bat - Home Run S","Baseball","Team Sports"
"  1234348668","       22632","       22632","Retail","James Kvarniq","        50.8","Outdoors","Monster Men's Pants","Anoraks & Parkas","Outdoors"
"  1234360543","       22634","       22634","Retail","Jimmie Evans","        59.4","Outdoors","Big Guy Men's Packab","Anoraks & Parkas","Outdoors"
"  1234373539","       22636","       22636","Retail","David Black","       108.4","Outdoors","Jacket with Removabl","Anoraks & Parkas","Outdoors"
"  1234414529","       22643","       22643","Retail","Karolina Dokter","        54.1","Sports","Montevideo Men's Sho","Assorted Sports arti","Assorted Sports Arti"
"  1234419240","       22643","       22643","Retail","Jimmie Evans","        71.2","Sports","Football - Helmet XL","American Football","Team Sports"
"  1234437760","       22647","       22647","Retail","Cosi Rimmington","        96.5","Outdoors","Expedition 20,Medium","Sleepingbags","Outdoors"
"  1234534069","       22656","       22659","Internet","Phenix Hill","         291","Sports","Additive Women's Ski","Ski Dress","Winter Sports"
"  1234537441","       22657","       22657","Retail","Duncan Robertshawe","        9.65","Sports","Aim4it 16 Gram Softt","Darts","Assorted Sports Arti"
"  1234665265","       22669","       22670","Catalog","James Klisurich","        28.9","Sports","Grey Met.","Assorted Sports arti","Assorted Sports Arti"
"  1234709803","       22674","       22678","Internet","Robert Bowerman","        61.1","Clothes & Shoes","Big Guy Men's Victor","Eclipse Clothing","Clothes"
"  1234727966","       22676","       22676","Retail","Duncan Robertshawe","        7.25","Sports","Red Scarf","Soccer","Team Sports"
"  1234897732","       22692","       22692","Retail","Tonie Asmussen","         113","Sports","Ribstop Jacket","Assorted Sports arti","Assorted Sports Arti"
"  1234958242","       22698","       22703","Catalog","Robyn Klem","         6.5","Outdoors","Money Purse, Black","Outdoor Gear","Outdoors"
"  1235236723","       22725","       22725","Retail","Ramesh Trentholme","       138.6","Sports","Smasher Super Rq Ti","Racket Sports","Racket Sports"
"  1235275513","       22728","       22728","Retail","Wynella Lewis","       14.75","Clothes & Shoes","Big Guy Men's Santos","Eclipse Clothing","Clothes"
"  1235306679","       22732","       22732","Retail","Karolina Dokter","        32.6","Sports","Pacific 95% 23 Gram","Darts","Assorted Sports Arti"
"  1235384426","       22739","       22739","Retail","James Klisurich","       12.89","Sports","Football - Helmet S","American Football","Team Sports"
"  1235830338","       22783","       22789","Catalog","Robyn Klem","        45.9","Clothes & Shoes","Woman's Air Rasp Sue","Eclipse Shoes","Shoes"
"  1235856852","       22786","       22786","Retail","Robert Bowerman","       13.75","Clothes & Shoes","Fit Racing Cap","Eclipse Clothing","Clothes"
"  1235881915","       22788","       22791","Internet","Phenix Hill","        14.5","Sports","Red Scarf","Soccer","Team Sports"
"  1235913793","       22791","       22791","Retail","Annmarie Leveille","        15.1","Clothes & Shoes","Tyfoon Ketch T-Shirt","Street Wear","Clothes"
"  1235926178","       22792","       22799","Internet","Najma Hicks","        21.9","Children","Sunfit Slow Swimming","Bathing Suits, Kids","Children Sports"
"  1236017640","       22802","       22802","Retail","Duncan Robertshawe","          32","Clothes & Shoes","Casual Logo Men's Sw","Tracker Clothes","Clothes"
"  1236055696","       22805","       22805","Retail","Karen Ballinger","      170.75","Sports","Helmsdale Ski Jacket","Ski Dress","Winter Sports"
"  1236113431","       22811","       22814","Internet","Phenix Hill","        14.9","Outdoors","Deer Waist Bag","Backpacks","Outdoors"
"  1236183578","       22818","       22823","Catalog","Tulio D\u00e9vereaux","        61.4","Sports","Men's Sweat Pants wi","Jogging","Running - Jogging"
"  1236349115","       22834","       22834","Retail","Lendon Celii","       197.6","Sports","Rosefinch Cart 8 1/2","Golf","Golf"
"  1236369939","       22837","       22837","Retail","Karolina Dokter","       104.2","Sports","Northern Coach","Assorted Sports arti","Assorted Sports Arti"
"  1236701935","       22869","       22869","Retail","Alvan Goheen","        21.7","Children","Tony's Cut & Sew T-S","Eclipse, Kid's Cloth","Children Sports"
"  1236783056","       22878","       22878","Retail","Duncan Robertshawe","       100.2","Sports","Cougar Windbreaker V","Gymnastic Clothing","Indoor Sports"
"  1236852196","       22885","       22885","Retail","Ramesh Trentholme","        33.4","Sports","Swim Suit Fabulo","Bathing Suits","Swim Sports"
"  1237165927","       22915","       22926","Internet","Najma Hicks","        42.6","Sports","Woman Sweat with Rou","Jogging","Running - Jogging"
"  1237218771","       22921","       22921","Retail","Karolina Dokter","        14.2","Outdoors","Single Full Box Madr","Outdoor Gear","Outdoors"
"  1237272696","       22926","       22926","Retail","Cosi Rimmington","       106.7","Sports","Pro-roll Panga Rolle","Skates","Assorted Sports Arti"
"  1237327705","       22931","       22931","Retail","Karen Ballinger","       26.35","Clothes & Shoes","Big Guy Men's Twill","Eclipse Clothing","Clothes"
"  1237370327","       22936","       22936","Retail","Wendell Summersby","       46.05","Outdoors","Outback Sleeping Bag","Sleepingbags","Outdoors"
"  1237450174","       22944","       22948","Internet","Robert Bowerman","        40.5","Clothes & Shoes","Bra Top Wom.Fitn.Cl","Orion Clothing","Clothes"
"  1237517484","       22950","       22950","Retail","Najma Hicks","        31.7","Sports","Anthony Women's Tenn","Tennis","Racket Sports"
"  1237670443","       22965","       22970","Catalog","Karen Ballinger","        40.8","Sports","Regulator,Stopsign","Winter Sports","Winter Sports"
"  1237695520","       22968","       22968","Retail","Dericka Pockran","      121.65","Clothes & Shoes","Big Guy Men's Intern","Eclipse Shoes","Shoes"
"  1237751376","       22973","       22978","Catalog","Karen Ballinger","       141.2","Sports","Perfect Fit Men's  R","Skates","Assorted Sports Arti"
"  1237789102","       22977","       22977","Retail","Roy Siferd","        25.1","Children","Hsc Dutch Player Shi","Eclipse, Kid's Cloth","Children Sports"
"  1237890730","       22987","       22987","Retail","Sandrina Stephano","        41.1","Clothes & Shoes","Ottis Pes Men's Pant","Tracker Clothes","Clothes"
"  1237894107","       22988","       22993","Catalog","Candy Kinsey","        59.3","Clothes & Shoes","Duration Women's Tra","Orion","Clothes"
"  1237928021","       22991","       22996","Catalog","Tulio D\u00e9vereaux","       569.7","Sports","Mayday Soul Pro New","Ski Dress","Winter Sports"
"  1237989406","       22997","       23000","Internet","Phenix Hill","       183.4","Outdoors","Men's Jacket Sandy","Anoraks & Parkas","Outdoors"
"  1238161695","       23016","       23020","Catalog","Wendell Summersby","        10.4","Sports","Stout Brass 18 Gram","Assorted Sports arti","Assorted Sports Arti"
"  1238168538","       23016","       23016","Retail","James Klisurich","        26.7","Outdoors","Hammock Sports Bag","Backpacks","Outdoors"
"  1238231237","       23024","       23024","Retail","Karen Ballinger","        9.05","Sports","Helmet XL","Baseball","Team Sports"
"  1238255107","       23027","       23027","Retail","Attila Gibbs","       19.25","Clothes & Shoes","Woman's Out & Sew Ai","Eclipse Clothing","Clothes"
"  1238273927","       23030","       23030","Retail","Ramesh Trentholme","        98.4","Clothes & Shoes","Alexis Women's Class","Orion","Clothes"
"  1238319276","       23035","       23035","Retail","Yan Kozlowski","         4.8","Sports","Hiclass Mundo 78a 36","Assorted Sports arti","Assorted Sports Arti"
"  1238319281","       23035","       23035","Retail","Wynella Lewis","       13.55","Sports","Football - Helmet M","American Football","Team Sports"
"  1238353296","       23040","       23040","Retail","Karolina Dokter","        37.3","Clothes & Shoes","T-Shirt, Short-sleev","T-Shirts","Clothes"
"  1238367238","       23041","       23041","Retail","Cynthia Mart\u00ednez","       20.25","Clothes & Shoes","Bra Top Wom.Fitn.Cl","Orion Clothing","Clothes"
"  1238377562","       23043","       23043","Retail","Wendell Summersby","        76.8","Outdoors","Expedition Zero,Medi","Sleepingbags","Outdoors"
"  1238393448","       23044","       23044","Retail","Karen Ballinger","        52.5","Outdoors","Men's Pants, Basic","Outdoor Gear","Outdoors"
"  1238440880","       23050","       23050","Retail","Yan Kozlowski","          26","Clothes & Shoes","Woman's Emblished Wo","Eclipse Clothing","Clothes"
"  1238510159","       23059","       23059","Retail","Viola Folsom","       30.55","Sports","Blues Jazz Pants Sup","Gymnastic Clothing","Indoor Sports"
"  1238605995","       23071","       23071","Retail","Attila Gibbs","          27","Children","Ypsilon Children's S","Ypsilon, Kids","Children Sports"
"  1238637449","       23075","       23075","Retail","Attila Gibbs","      209.55","Sports","Weston F4 Men's Hock","Skates","Assorted Sports Arti"
"  1238646479","       23076","       23076","Retail","David Black","       29.45","Outdoors","Medium Black/Bark Ba","Backpacks","Outdoors"
"  1238646484","       23076","       23076","Retail","Kyndal Hooks","        19.8","Outdoors","Montana Adult Gloves","Gloves & Mittens","Outdoors"
"  1238674844","       23080","       23080","Retail","Dericka Pockran","       29.05","Sports","Top Elite Kit Small","Assorted Sports arti","Assorted Sports Arti"
"  1238678581","       23080","       23080","Retail","David Black","        52.7","Sports","Proplay Men's Tour F","Golf","Golf"
"  1238686430","       23081","       23081","Retail","Karen Ballinger","       22.55","Clothes & Shoes","Kaitum Women's Swim","Tracker Clothes","Clothes"
"  1238712056","       23085","       23085","Retail","Dericka Pockran","        48.7","Clothes & Shoes","Big Guy Men's Micro","Eclipse Clothing","Clothes"
"  1238735750","       23088","       23088","Retail","Cosi Rimmington","        74.6","Sports","Norwood Player Shirt","Soccer","Team Sports"
"  1238805678","       23096","       23096","Retail","Yan Kozlowski","       52.95","Sports","Tybor Sweatshirt wit","Assorted Sports arti","Assorted Sports Arti"
"  1238805703","       23096","       23096","Retail","Wynella Lewis","       32.35","Clothes & Shoes","Quali Jacket with Ho","Tracker Clothes","Clothes"
"  1238846184","       23101","       23101","Retail","Attila Gibbs","        31.2","Clothes & Shoes","Big Guy Men's Air De","Eclipse Shoes","Shoes"
"  1238870441","       23104","       23104","Retail","Alphone Greenwald","         2.9","Sports","Baseball White Small","Baseball","Team Sports"
"  1238910092","       23109","       23109","Retail","Wynella Lewis","        96.1","Clothes & Shoes","Big Guy Men's Woven","Eclipse Clothing","Clothes"
"  1238928257","       23112","       23112","Retail","Ramesh Trentholme","        21.1","Sports","Milan Swimming Trunk","Bathing Suits","Swim Sports"
"  1238968334","       23117","       23121","Catalog","Candy Kinsey","         8.6","Clothes & Shoes","Knit Hat","Eclipse Clothing","Clothes"
"  1238985782","       23119","       23123","Catalog","Candy Kinsey","        45.6","Sports","Stream Sweatshirt wi","Assorted Sports arti","Assorted Sports Arti"
"  1239057268","       23127","       23127","Retail","David Black","        24.1","Children","Rain Suit, Plain w/b","Lucky Guy, Kids","Children Sports"
"  1239172417","       23142","       23146","Catalog","Candy Kinsey","        29.7","Sports","Wood Box for 6 Balls","Assorted Sports arti","Assorted Sports Arti"
"  1239179935","       23142","       23147","Catalog","Alphone Greenwald","       14.74","Sports","Basket Ball Pro","Basket Ball","Team Sports"
"  1239194032","       23144","       23144","Retail","Yan Kozlowski","        13.6","Clothes & Shoes","Big Guy Men's Micro","Eclipse Clothing","Clothes"
"  1239201604","       23145","       23145","Retail","Kyndal Hooks","       379.2","Sports","Rollerskate Roller S","Skates","Assorted Sports Arti"
"  1239220388","       23148","       23152","Catalog","Candy Kinsey","       101.6","Sports","Barret 2.12 Men's So","Assorted Sports arti","Assorted Sports Arti"
"  1239226632","       23148","       23154","Internet","Michael Dineley","      100.65","Clothes & Shoes","Woman's Air Imara","Eclipse Shoes","Shoes"
"  1239248786","       23151","       23151","Retail","James Klisurich","        96.9","Sports","A-team Pants Taffeta","Jogging","Running - Jogging"
