"Order_ID","Customer_ID","employee_id","order_type","Customer_Country","Customer_Gender","Customer_Name","Customer_Type","order_date","delivery_date","customer_birthdate","costprice_per_unit","total_retail_price","product_quantity","product_id","product_name","product_group","product_category","product_line","supplier_country","supplier_id","supplier_name","age","age_group","customer_activity","customer_type_group","profit"
"  1230450371","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       21998","       22000","       -1446","        32.2","       128.4","           2","230100600018","Expedition Zero,Smal","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          70","61-75 years old","Not Available","Internet/Catalog Customers","          64"
"  1230453723","          79","99999999","Catalog","US","F","Najma Hicks","Orion  Club members medium activity","       21998","       21999","       15727","       11.55","        24.1","           1","240500200056","Breath-brief Long Un","Running Clothes","Running - Jogging","Sports","BE","        5922","Force Sports","          23","15-30 years old","Medium Activity","Orion Club","       12.55"
"  1230455630","         183","120134","Retail","AU","M","Duncan Robertshawe","Orion Club members low activity","       21999","       21999","         449","       22.45","        91.8","           2","240200100233","Tee18 Troon 7  Black","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          65","61-75 years old","Low Activity","Orion Club","        46.9"
"  1230478006","        2788","99999999","Catalog","TR","M","Serdar Yucel","Orion  Club members high activity","       22002","       22004","         367","       13.15","        60.6","           2","230100100025","Women's Shorts","Anoraks & Parkas","Outdoors","Outdoors","NO","          50","Scandinavian Clothin","          65","61-75 years old","High Activity","Orion Club","        34.3"
"  1230498538","          20","121066","Retail","US","M","Michael Dineley","Orion  Club members medium activity","       22006","       22006","        5951","       34.35","        68.5","           1","230100300006","Gloves Le Fly Mitten","Gloves & Mittens","Outdoors","Outdoors","PT","        1684","Magnifico Sports","          50","46-60 years old","Medium Activity","Orion Club","       34.15"
"  1230500669","       70046","99999999","Internet","CA","M","Tommy Mcdonald","Orion Club members low activity","       22007","       22008","        5863","       41.35","       148.6","           2","240200100131","Hi-fly Tour Advance","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          50","46-60 years old","Low Activity","Orion Club","        65.9"
"  1230503155","       12386","99999999","Catalog","IL","M","Zweig, Avinoam","Internet/Catalog Customers","       22007","       22008","        5976","        14.2","        31.8","           1","220101400310","Short Women's Tights","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          50","46-60 years old","Not Available","Internet/Catalog Customers","        17.6"
"  1230591673","          23","99999999","Catalog","US","M","Tulio D\u00e9vereaux","Internet/Catalog Customers","       22023","       22028","        2527","       32.25","       178.5","           3","220200200024","Pro Fit Gel Gt 2030","Shoes","Shoes","Clothes & Shoes","US","        1747","Pro Sportswear Inc","          59","46-60 years old","Not Available","Internet/Catalog Customers","       81.75"
"  1230591675","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22023","       22025","        7762","        15.4","        34.5","           1","240500100039","Sweatshirt Women's S","Jogging","Running - Jogging","Sports","US","        3298","A Team Sports","          45","31-45 years old","Not Available","Internet/Catalog Customers","        19.1"
"  1230591684","          79","121045","Retail","US","F","Najma Hicks","Orion  Club members medium activity","       22023","       22023","       15727","      246.55","        1796","           4","240200100076","Expert Men's Firesol","Golf","Golf","Sports","US","       13198","Twain Inc","          23","15-30 years old","Medium Activity","Orion Club","       809.8"
"  1230619748","          61","99999999","Catalog","DE","M","Carsten Maestrini","Orion Club Gold members high activity","       22029","       22034","         554","        41.6","          83","           1","220200100092","Big Guy Men's Air Te","Eclipse Shoes","Shoes","Clothes & Shoes","US","        1303","Eclipse Inc","          65","61-75 years old","High Activity","Orion Club Gold","        41.4"
"  1230642273","          13","99999999","Catalog","DE","M","Markus Sepke","Orion Club Gold members low activity","       22033","       22038","       16638","        58.6","       126.1","           1","230100500082","Lucky Tech Intergal","Outdoor Gear","Outdoors","Outdoors","US","         772","AllSeasons Outdoor C","          21","15-30 years old","Low Activity","Orion Club Gold","        67.5"
"  1230657844","         171","99999999","Internet","AU","M","Robert Bowerman","Orion  Club members high activity","       22036","       22039","       11375","        46.8","       109.9","           1","240100100646","Lyon Men's Jacket","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          35","31-45 years old","High Activity","Orion Club","        63.1"
"  1230690733","       11171","99999999","Internet","CA","M","Bill Cuddy","Orion Club Gold members low activity","       22042","       22044","       15994","        69.4","       282.4","           2","240200100043","Bretagne Performance","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          22","15-30 years old","Low Activity","Orion Club Gold","       143.6"
"  1230699509","       14703","99999999","Catalog","IL","M","Bloch, Eyal","Orion  Club members high activity","       22043","       22046","        9763","       48.65","       102.1","           1","220100100044","Sports glasses Satin","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          39","31-45 years old","High Activity","Orion Club","       53.45"
"  1230700421","          79","99999999","Catalog","US","F","Najma Hicks","Orion  Club members medium activity","       22043","       22044","       15727","       74.55","         176","           1","230100100006","Jacket Nome","Anoraks & Parkas","Outdoors","Outdoors","ES","        4742","L\u00fcna sastreria","          23","15-30 years old","Medium Activity","Orion Club","      101.45"
"  1230738723","         928","99999999","Catalog","TR","M","Bulent Urfalioglu","Orion Club members low activity","       22050","       22054","        9719","        59.4","       237.2","           2","230100600026","Expedition 20,Large,","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          39","31-45 years old","Low Activity","Orion Club","       118.4"
"  1230744524","       19444","99999999","Catalog","IL","M","Zweig, Avinoam","Orion  Club members high activity","       22051","       22056","        6115","       47.45","        99.7","           1","220100700024","Armadillo Road Dmx W","Orion","Clothes","Clothes & Shoes","CA","       16733","Fuller Trading Co.","          49","46-60 years old","High Activity","Orion Club","       52.25"
"  1230745294","          71","121060","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22051","       22051","        9762","       67.35","       134.5","           1","220200100179","Woman's Air Converge","Eclipse Shoes","Shoes","Clothes & Shoes","US","        1303","Eclipse Inc","          39","31-45 years old","Medium Activity","Orion Club Gold","       67.15"
"  1230754828","          12","121039","Retail","US","M","David Black","Orion  Club members medium activity","       22053","       22053","        9598","        11.5","        68.4","           3","220100100272","Big Guy Men's T-Shir","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          40","31-45 years old","Medium Activity","Orion Club","        33.9"
"  1230771337","         544","99999999","Catalog","TR","M","Avni Argac","Orion  Club members high activity","       22056","       22057","        7810","       33.25","       221.7","           3","230100500012","Inflatable 3.5","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          45","31-45 years old","High Activity","Orion Club","      121.95"
"  1230778996","         111","120148","Retail","AU","F","Karolina Dokter","Orion  Club members medium activity","       22058","       22058","       11684","       17.25","        35.5","           1","230100500096","Rain Jacket","Outdoor Gear","Outdoors","Outdoors","US","         772","AllSeasons Outdoor C","          34","31-45 years old","Medium Activity","Orion Club","       18.25"
"  1230793366","          88","99999999","Catalog","US","M","Attila Gibbs","Orion  Club members medium activity","       22060","       22063","        5893","       124.2","      1250.4","           3","240400200097","Smasher Tg 70 Tennis","Racket Sports","Racket Sports","Sports","GB","        1280","British Sports Ltd","          50","46-60 years old","Medium Activity","Orion Club","       877.8"
"  1230804171","          23","99999999","Catalog","US","M","Tulio D\u00e9vereaux","Internet/Catalog Customers","       22062","       22067","        2527","       20.65","       148.5","           3","240500200073","Force Classic Men's","Running Clothes","Running - Jogging","Sports","BE","        5922","Force Sports","          59","46-60 years old","Not Available","Internet/Catalog Customers","       86.55"
"  1230825762","          71","121064","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22066","       22066","        9762","       55.85","       265.6","           2","230100500093","Mayday W'S Sports Pu","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          39","31-45 years old","Medium Activity","Orion Club Gold","       153.9"
"  1230841456","          23","99999999","Catalog","US","M","Tulio D\u00e9vereaux","Internet/Catalog Customers","       22069","       22074","        2527","       33.15","       127.2","           2","240700400024","Prosoccer Away Shirt","Soccer","Team Sports","Sports","US","       14593","Fga Sports Inc","          59","46-60 years old","Not Available","Internet/Catalog Customers","        60.9"
"  1230841466","          75","121094","Retail","US","M","Mikel Spetz","Orion Club members low activity","       22069","       22069","       15144","       23.85","       109.2","           2","240500100062","Ypsilon Men's Sweats","Jogging","Running - Jogging","Sports","FR","       14624","Ypsilon S.A.","          25","15-30 years old","Low Activity","Orion Club","        61.5"
"  1230885738","          56","121043","Retail","US","M","Roy Siferd","Orion  Club members medium activity","       22077","       22077","       -3256","        7.45","          33","           2","220101300017","Toncot Beefy-T Emb T","T-Shirts","Clothes","Clothes & Shoes","US","        3298","A Team Sports","          75","61-75 years old","Medium Activity","Orion Club","        18.1"
"  1230931366","       17023","99999999","Internet","CA","F","Susan Krasowski","Orion Club Gold members high activity","       22086","       22091","        6034","        8.35","       166.8","           2","240200200007","Golf Polo(1/400)","Golf Clothes","Golf","Sports","US","        7511","Mike Schaeffer Inc","          50","46-60 years old","High Activity","Orion Club Gold","       150.1"
"  1231002241","         171","99999999","Internet","AU","M","Robert Bowerman","Orion  Club members high activity","       22099","       22102","       11375","       22.65","        52.3","           1","220101200029","Tyfoon Oliver Sweats","Street Wear","Clothes","Clothes & Shoes","AU","       11427","Typhoon Clothing","          35","31-45 years old","High Activity","Orion Club","       29.65"
"  1231008713","       70108","99999999","Catalog","CA","M","Patrick Leach","Orion Club members low activity","       22100","       22101","       -1357","         8.8","        42.4","           2","240200200039","Eagle Plain Cap","Golf Clothes","Golf","Sports","US","       10225","HighPoint Trading","          70","61-75 years old","Low Activity","Orion Club","        24.8"
"  1231014780","        2806","99999999","Catalog","ZA","F","Raedene Van Den Berg","Orion  Club members medium activity","       22100","       22104","       16695","       131.5","        1064","           4","240100400043","Perfect Fit Men's  R","Skates","Assorted Sports Arti","Sports","US","       13198","Twain Inc","          20","15-30 years old","Medium Activity","Orion Club","         538"
"  1231023774","         215","120145","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22103","       22103","        2327","       10.85","        22.9","           1","230100500024","Small Belt Bag, Blac","Outdoor Gear","Outdoors","Outdoors","DK","         755","Top Sports","          60","46-60 years old","Medium Activity","Orion Club Gold","       12.05"
"  1231035308","          13","99999999","Catalog","DE","M","Markus Sepke","Orion Club Gold members low activity","       22105","       22110","       16638","        36.8","       146.8","           2","230100600023","Expedition 10,Small,","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          21","15-30 years old","Low Activity","Orion Club Gold","        73.2"
"  1231071449","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22111","       22113","        7762","       58.05","         257","           2","240400200057","Grandslam Ultra Powe","Racket Sports","Racket Sports","Sports","GB","       17832","GrandSlam Sporting G","          45","31-45 years old","Not Available","Internet/Catalog Customers","       140.9"
"  1231077006","          12","121064","Retail","US","M","David Black","Orion  Club members medium activity","       22112","       22112","        9598","          40","       193.8","           2","230100500095","Men's Sports Pullove","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          40","31-45 years old","Medium Activity","Orion Club","       113.8"
"  1231094514","          61","99999999","Catalog","DE","M","Carsten Maestrini","Orion Club Gold members high activity","       22116","       22121","         554","        51.3","         544","           4","230100500074","Tent Milano Tent,4 P","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          65","61-75 years old","High Activity","Orion Club Gold","       338.8"
"  1231135703","          79","121027","Retail","US","F","Najma Hicks","Orion  Club members medium activity","       22123","       22123","       15727","       16.05","          92","           2","210200900004","Kid Basic Tracking S","Osprey, Kids","Children Sports","Children","US","        3664","Triple Sportswear In","          23","15-30 years old","Medium Activity","Orion Club","        59.9"
"  1231169108","          31","121059","Retail","US","F","Cynthia Mart\u00ednez","Orion Club Gold members medium activity","       22129","       22129","        6063","       36.65","       220.2","           3","220200300157","Hardcore Men's Stree","Tracker Shoes","Shoes","Clothes & Shoes","GB","       14682","Greenline Sports Ltd","          49","46-60 years old","Medium Activity","Orion Club Gold","      110.25"
"  1231176288","         215","120164","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22131","       22131","        2327","       10.85","        45.4","           2","240500200100","Original Running Pan","Running Clothes","Running - Jogging","Sports","BE","        5922","Force Sports","          60","46-60 years old","Medium Activity","Orion Club Gold","        23.7"
"  1231188317","         111","99999999","Catalog","AU","F","Karolina Dokter","Orion  Club members medium activity","       22133","       22135","       11684","       12.35","        30.8","           1","220100900029","Osprey Men's King T-","Osprey","Clothes","Clothes & Shoes","US","        3664","Triple Sportswear In","          34","31-45 years old","Medium Activity","Orion Club","       18.45"
"  1231194004","        3959","99999999","Internet","ZA","F","Rita Lotz","Orion Club Gold members high activity","       22133","       22134","        7725","       27.55","         122","           2","240100100610","Goodtime Bag","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          45","31-45 years old","High Activity","Orion Club Gold","        66.9"
"  1231204878","          71","120732","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22135","       22135","        9762","       27.95","       111.4","           2","230100600017","Expedition Zero,Smal","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          39","31-45 years old","Medium Activity","Orion Club Gold","        55.5"
"  1231206746","         215","120134","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22136","       22136","        2327","        14.2","        28.2","           1","240200100232","Tee18 Ascot Chipper","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          60","46-60 years old","Medium Activity","Orion Club Gold","          14"
"  1231227910","       70187","99999999","Catalog","CA","F","Soberina Berent","Orion  Club members medium activity","       22140","       22145","       15975","        42.2","        1266","           3","240200200013","Master Golf Rain Sui","Golf Clothes","Golf","Sports","US","        7511","Mike Schaeffer Inc","          22","15-30 years old","Medium Activity","Orion Club","      1139.4"
"  1231231220","          20","121040","Retail","US","M","Michael Dineley","Orion  Club members medium activity","       22140","       22140","        5951","        33.1","       145.2","           2","220101400306","Sherpa Pes Shiny Cot","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          50","46-60 years old","Medium Activity","Orion Club","          79"
"  1231259703","          45","121045","Retail","US","F","Dianne Patchin","Orion Club Gold members low activity","       22145","       22145","       13275","          72","       420.9","           3","240200100051","Bretagne Stabilites","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          30","15-30 years old","Low Activity","Orion Club Gold","       204.9"
"  1231270767","          52","99999999","Internet","US","M","Yan Kozlowski","Orion  Club members medium activity","       22147","       22153","        9592","       42.15","       168.2","           2","230100600022","Expedition10,Medium,","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          40","31-45 years old","Medium Activity","Orion Club","        83.9"
"  1231292064","          12","121037","Retail","US","M","David Black","Orion  Club members medium activity","       22151","       22151","        9598","        14.7","        96.3","           3","220101400060","2bwet 3 Cb Swimming","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          40","31-45 years old","Medium Activity","Orion Club","        52.2"
"  1231305521","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22154","       22162","       -1446","        31.4","       125.2","           2","220200100035","Big Guy Men's Air De","Eclipse Shoes","Shoes","Clothes & Shoes","US","        1303","Eclipse Inc","          70","61-75 years old","Not Available","Internet/Catalog Customers","        62.4"
"  1231305531","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22154","       22156","       -1446","        44.4","       177.2","           2","220200100090","Big Guy Men's Air Te","Eclipse Shoes","Shoes","Clothes & Shoes","US","        1303","Eclipse Inc","          70","61-75 years old","Not Available","Internet/Catalog Customers","        88.4"
"  1231314893","          20","121109","Retail","US","M","Michael Dineley","Orion  Club members medium activity","       22155","       22155","        5951","        6.35","          32","           2","240700200024","Bat - Large","Baseball","Team Sports","Sports","US","       15218","Miller Trading Inc","          50","46-60 years old","Medium Activity","Orion Club","        19.3"
"  1231316727","        2806","99999999","Catalog","ZA","F","Raedene Van Den Berg","Orion  Club members medium activity","       22155","       22159","       16695","        68.6","       224.6","           2","240100400076","Pro-roll Sq9 80-76mm","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          20","15-30 years old","Medium Activity","Orion Club","        87.4"
"  1231317443","          61","99999999","Catalog","DE","M","Carsten Maestrini","Orion Club Gold members high activity","       22156","       22161","         554","         135","         440","           2","230100700002","Comfort Shelter","Tents","Outdoors","Outdoors","GB","       16422","Outback Outfitters L","          65","61-75 years old","High Activity","Orion Club Gold","         170"
"  1231341359","          71","121057","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22160","       22160","        9762","       30.25","       132.8","           2","220200200018","Lulu Men's Street Sh","Shoes","Shoes","Clothes & Shoes","SE","         109","Petterson AB","          39","31-45 years old","Medium Activity","Orion Club Gold","        72.3"
"  1231392762","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22169","       22171","        7762","        36.8","       146.8","           2","230100600023","Expedition 10,Small,","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          45","31-45 years old","Not Available","Internet/Catalog Customers","        73.2"
"  1231414059","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22173","       22175","        7762","        60.1","      150.25","           1","240800200008","Twain X-Scream 7.9 S","Winter Sports","Winter Sports","Sports","US","       13198","Twain Inc","          45","31-45 years old","Not Available","Internet/Catalog Customers","       90.15"
"  1231453831","       70046","99999999","Internet","CA","M","Tommy Mcdonald","Orion Club members low activity","       22181","       22182","        5863","        51.4","        99.7","           1","240200100052","Bretagne Stabilities","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          50","46-60 years old","Low Activity","Orion Club","        48.3"
"  1231468750","          52","121044","Retail","US","M","Yan Kozlowski","Orion  Club members medium activity","       22183","       22188","        9592","        25.1","          50","           1","220100100153","Big Guy Men's Fresh","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          40","31-45 years old","Medium Activity","Orion Club","        24.9"
"  1231500373","       19444","99999999","Catalog","IL","M","Zweig, Avinoam","Orion  Club members high activity","       22189","       22194","        6115","       20.95","        52.2","           1","220101200006","Anthony Bork Maggan","Street Wear","Clothes","Clothes & Shoes","US","        4646","Mayday Inc","          49","46-60 years old","High Activity","Orion Club","       31.25"
"  1231501254","          88","121043","Retail","US","M","Attila Gibbs","Orion  Club members medium activity","       22189","       22189","        5893","        50.5","       106.1","           1","220100700052","Trooper Ii Dmx-2x Me","Orion","Clothes","Clothes & Shoes","CA","       16733","Fuller Trading Co.","          50","46-60 years old","Medium Activity","Orion Club","        55.6"
"  1231522431","          52","99999999","Internet","US","M","Yan Kozlowski","Orion  Club members medium activity","       22193","       22199","        9592","        13.8","        34.7","           1","240100100065","Grey","Assorted Sports arti","Assorted Sports Arti","Sports","CA","       16814","CrystalClear Optics","          40","31-45 years old","Medium Activity","Orion Club","        20.9"
"  1231544990","       14703","99999999","Catalog","IL","M","Bloch, Eyal","Orion  Club members high activity","       22197","       22200","        9763","       12.35","        24.8","           1","220101400385","N.d.gear Basic T-Shi","Tracker Clothes","Clothes","Clothes & Shoes","GB","       14682","Greenline Sports Ltd","          39","31-45 years old","High Activity","Orion Club","       12.45"
"  1231614059","       70108","99999999","Catalog","CA","M","Patrick Leach","Orion Club members low activity","       22210","       22211","       -1357","        24.2","        55.9","           1","220101200020","Tyfoon Flex Shorts","Street Wear","Clothes","Clothes & Shoes","AU","       11427","Typhoon Clothing","          70","61-75 years old","Low Activity","Orion Club","        31.7"
"  1231619928","          61","99999999","Catalog","DE","M","Carsten Maestrini","Orion Club Gold members high activity","       22211","       22216","         554","        50.4","       103.2","           1","230100600036","Tent Summer 195 Twin","Sleepingbags","Outdoors","Outdoors","GB","       16422","Outback Outfitters L","          65","61-75 years old","High Activity","Orion Club Gold","        52.8"
"  1231653765","          11","99999999","Internet","DE","F","Elke Wallstab","Orion  Club members high activity","       22217","       22222","       11550","        35.2","        72.7","           1","230100200047","Medium Gold Black/Go","Backpacks","Outdoors","Outdoors","DK","         755","Top Sports","          34","31-45 years old","High Activity","Orion Club","        37.5"
"  1231657078","          63","121061","Retail","US","M","James Klisurich","Orion Club Gold members medium activity","       22217","       22221","        9855","       38.35","        84.2","           1","220200300116","South Peak Men's Run","Tracker Shoes","Shoes","Clothes & Shoes","US","        2963","3Top Sports","          39","31-45 years old","Medium Activity","Orion Club Gold","       45.85"
"  1231663230","           5","121025","Retail","US","F","Sandrina Stephano","Orion Club Gold members medium activity","       22218","       22218","       13339","        1.15","           3","           1","240100100433","Shoelace White 150 C","Assorted Sports arti","Assorted Sports Arti","Sports","US","        5810","Teamsports Inc","          30","15-30 years old","Medium Activity","Orion Club Gold","        1.85"
"  1231734609","         544","99999999","Catalog","TR","M","Avni Argac","Orion  Club members high activity","       22231","       22232","        7810","       80.45","         191","           1","230100500091","Mayday Soul Ht Jacke","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          45","31-45 years old","High Activity","Orion Club","      110.55"
"  1231734615","        1033","99999999","Internet","TR","M","Selim Okay","Orion Club members low activity","       22231","       22235","       13436","        63.2","       129.8","           1","230100600005","Basic 10, Left , Yel","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          29","15-30 years old","Low Activity","Orion Club","        66.6"
"  1231757107","          17","121037","Retail","US","M","Jimmie Evans","Orion  Club members medium activity","       22235","       22235","        4246","       42.15","        84.1","           1","220100100568","Woman's Micro Fibre","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          54","46-60 years old","Medium Activity","Orion Club","       41.95"
"  1231773634","       14703","99999999","Catalog","IL","M","Bloch, Eyal","Orion  Club members high activity","       22238","       22241","        9763","       10.45","        45.6","           2","220101400018","Men's Running Tee Sh","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          39","31-45 years old","High Activity","Orion Club","        24.7"
"  1231780610","          71","121025","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22239","       22239","        9762","       109.9","       219.9","           1","240100400080","Proskater Kitalpha G","Skates","Assorted Sports Arti","Sports","US","        3815","Roll-Over Inc","          39","31-45 years old","Medium Activity","Orion Club Gold","         110"
"  1231858937","          45","121060","Retail","US","F","Dianne Patchin","Orion Club Gold members low activity","       22253","       22253","       13275","       28.65","       128.6","           2","220200300079","Hilly Women's Crosst","Tracker Shoes","Shoes","Clothes & Shoes","US","        2963","3Top Sports","          30","15-30 years old","Low Activity","Orion Club Gold","        71.3"
"  1231861295","       70187","99999999","Catalog","CA","F","Soberina Berent","Orion  Club members medium activity","       22254","       22259","       15975","       11.95","        53.2","           2","240200100154","Men's.m Men's Winter","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          22","15-30 years old","Medium Activity","Orion Club","        29.3"
"  1231891098","          71","121043","Retail","US","F","Viola Folsom","Orion Club Gold members medium activity","       22259","       22259","        9762","          15","        65.6","           2","220101400091","Casual Genuine Tee","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          39","31-45 years old","Medium Activity","Orion Club Gold","        35.6"
"  1231896710","          88","120733","Retail","US","M","Attila Gibbs","Orion  Club members medium activity","       22260","       22260","        5893","       39.05","        93.8","           1","230100500087","Mayday Qd Zip Pants","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          50","46-60 years old","Medium Activity","Orion Club","       54.75"
"  1231898348","         183","120127","Retail","AU","M","Duncan Robertshawe","Orion Club members low activity","       22261","       22261","         449","        27.4","       240.8","           4","220101400289","Quali Sweatpant","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          65","61-75 years old","Low Activity","Orion Club","       131.2"
"  1231908237","         215","120132","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22263","       22263","        2327","        62.9","       243.2","           2","240200100180","Proplay Men's Tour F","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          60","46-60 years old","Medium Activity","Orion Club Gold","       117.4"
"  1231928627","          17","121020","Retail","US","M","Jimmie Evans","Orion  Club members medium activity","       22266","       22266","        4246","      127.95","       175.9","           1","240100400070","Pro-roll Sabotage-Rp","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          54","46-60 years old","Medium Activity","Orion Club","       47.95"
