"Order_ID","Customer_Name","order_date","total_retail_price","product_id","product_category"
"  1234659163","Ulrich Heyde","JAN2022","   $504.20","230100700008","Outdoors"
"  1234891576","Kenan Talarr","FEB2022","   $183.90","240200100226","Golf"
"  1234958242","Robyn Klem","FEB2022","    $11.90","230100500016","Outdoors"
"  1234972570","Ulrich Heyde","FEB2022","    $68.70","230100200048","Outdoors"
"  1235176942","Bill Cuddy","MAR2022","     $2.70","240200100021","Golf"
"  1235744141","Ulrich Heyde","MAY2022","   $146.00","230100500081","Outdoors"
"  1235830338","Robyn Klem","MAY2022","    $92.00","220200100202","Shoes"
"  1236028541","Cornelia Krahl","JUN2022","    $16.00","230100500056","Outdoors"
"  1236066649","Avni Umran","JUN2022","    $46.70","230100300010","Outdoors"
"  1236113431","Phenix Hill","JUN2022","    $25.80","230100200066","Outdoors"
"  1236128445","Andreas Rennie","JUN2022","   $174.40","240200100053","Golf"
"  1236128456","Ulrich Heyde","JUN2022","    $16.80","230100500006","Outdoors"
"  1236349115","Lendon Celii","JUL2022","   $396.00","240200100221","Golf"
"  1236483576","Patrick Leach","JUL2022","    $74.80","240200200071","Golf"
"  1236673732","Cornelia Krahl","AUG2022"," $1,542.60","230100700008","Outdoors"
"  1236694462","Kenan Talarr","AUG2022","    $82.40","240200100056","Golf"
"  1236965430","Portia Reynoso","SEP2022","    $27.00","240200100050","Golf"
"  1237218771","Karolina Dokter","OCT2022","    $26.10","230100500072","Outdoors"
"  1237370327","Wendell Summersby","OCT2022","    $88.50","230100600031","Outdoors"
"  1237478988","Avni Umran","OCT2022","    $99.90","230100200004","Outdoors"
"  1237507462","Ahmet Canko","OCT2022","    $51.00","230100400025","Outdoors"
"  1237695520","Dericka Pockran","NOV2022","   $240.00","220200100129","Shoes"
"  1237894966","Soberina Berent","DEC2022","    $19.98","240200100050","Golf"
"  1237989406","Phenix Hill","DEC2022","   $318.20","230100100018","Outdoors"
"  1238013821","Lauren Krasowski","DEC2022","   $312.00","240200200026","Golf"
"  1238053337","Cornelia Krahl","DEC2022","   $514.20","230100700008","Outdoors"
"  1238168538","James Klisurich","JAN2023","    $46.90","230100200073","Outdoors"
"  1238305578","Alex Santinello","JAN2023","    $16.20","240200100246","Golf"
"  1238370259","Oliver S. F\u00fc\u00d","FEB2023","    $96.70","230100600028","Outdoors"
"  1238377562","Wendell Summersby","FEB2023","   $154.00","230100600016","Outdoors"
"  1238393448","Karen Ballinger","FEB2023","    $86.60","230100500094","Outdoors"
"  1238426415","Oliver S. F\u00fc\u00d","FEB2023","   $283.30","230100700011","Outdoors"
"  1238474357","Gert-Gunter Mendler","FEB2023","   $566.60","230100700011","Outdoors"
"  1238646479","David Black","MAR2023","    $56.70","230100200043","Outdoors"
"  1238646484","Kyndal Hooks","MAR2023","    $24.80","230100300013","Outdoors"
"  1238678581","David Black","MAR2023","   $109.30","240200100181","Golf"
"  1238797437","Bulent Urfalioglu","MAR2023","   $767.80","230100100063","Outdoors"
"  1238846184","Attila Gibbs","APR2023","    $62.60","220200100035","Shoes"
"  1239003827","Oliver S. F\u00fc\u00d","APR2023","    $77.00","230100600016","Outdoors"
"  1239018454","Kenan Talarr","APR2023","    $22.30","240200100073","Golf"
"  1239226632","Michael Dineley","MAY2023","   $190.50","220200100190","Shoes"
"  1239266107","Dericka Pockran","MAY2023","   $112.50","230100600038","Outdoors"
"  1239312711","Dianne Patchin","MAY2023","   $231.00","230100600016","Outdoors"
"  1239320891","Ahmet Canko","MAY2023","   $279.30","230100200006","Outdoors"
"  1239353855","Duncan Robertshawe","JUN2023","    $12.70","230100500066","Outdoors"
"  1239498112","Susan Krasowski","JUN2023","    $97.80","240200200044","Golf"
"  1239713046","Ulrich Heyde","JUL2023","    $66.80","230100500058","Outdoors"
"  1239735632","Viola Folsom","JUL2023"," $1,136.20","230100700009","Outdoors"
"  1239785436","Ines Deisser","JUL2023","   $354.00","230100600031","Outdoors"
"  1239821232","Carglar Aydemir","AUG2023","    $18.80","230100500013","Outdoors"
"  1239823829","Lauren Marx","AUG2023","   $214.60","240200200081","Golf"
"  1239932984","Ulrich Heyde","AUG2023","   $285.80","220200200079","Shoes"
"  1239994933","Kyndal Hooks","AUG2023","   $213.00","220200300082","Shoes"
"  1240051245","Viola Folsom","AUG2023","   $250.90","230100100028","Outdoors"
"  1240060066","Tedi Lanzarone","AUG2023","   $141.70","230100100062","Outdoors"
"  1240137702","Avni Argac","SEP2023","    $36.00","230100300023","Outdoors"
"  1240173354","Portia Reynoso","SEP2023","   $306.20","240200100225","Golf"
"  1240283215","Yan Kozlowski","SEP2023","   $175.50","240200100118","Golf"
"  1240306942","Kyndal Hooks","OCT2023","     $8.00","230100500056","Outdoors"
"  1240314947","Avni Umran","OCT2023","    $96.70","230100600028","Outdoors"
"  1240314956","Jimmie Evans","OCT2023","    $86.60","230100500094","Outdoors"
"  1240355393","Karen Ballinger","OCT2023","    $84.10","230100600022","Outdoors"
"  1240379679","James Klisurich","OCT2023","    $99.90","230100200004","Outdoors"
"  1240447572","Gert-Gunter Mendler","OCT2023","   $270.00","230100200056","Outdoors"
"  1240549230","Wynella Lewis","OCT2023","    $58.70","220200100012","Shoes"
"  1240568966","Oliver S. F\u00fc\u00d","NOV2023","   $133.20","220200100226","Shoes"
"  1240588370","Serdar Yucel","NOV2023","   $126.10","230100500082","Outdoors"
"  1240599396","Ulrich Heyde","NOV2023","   $220.00","230100700002","Outdoors"
"  1240604971","James Klisurich","NOV2023","    $86.30","230100600030","Outdoors"
"  1240613362","Michael Dineley","NOV2023","   $175.30","230100100017","Outdoors"
"  1240782710","Avni Argac","NOV2023","    $12.70","230100500066","Outdoors"
"  1240856801","Avni Argac","DEC2023","   $193.40","230100600028","Outdoors"
"  1240870047","Ahmet Canko","DEC2023","   $213.80","230100100015","Outdoors"
"  1240961599","Ulrich Heyde","DEC2023"," $1,103.60","230100200025","Outdoors"
"  1241066216","Robert Bowerman","JAN2024","   $306.20","240200100225","Golf"
"  1241147641","Dericka Pockran","JAN2024","   $362.60","240200200091","Golf"
"  1241390440","Wendell Summersby","FEB2024","    $36.20","240200100046","Golf"
"  1241645664","Wilma Yeargan","MAR2024","   $150.10","240200200020","Golf"
"  1241789227","Susan Krasowski","MAR2024","   $121.00","240200100211","Golf"
"  1241895594","Roy Siferd","APR2024","    $24.40","240200100034","Golf"
"  1241909303","Lauren Krasowski","APR2024","   $107.30","240200200081","Golf"
"  1241930625","Cynthia Mccluney","APR2024","    $58.70","220200100012","Shoes"
"  1242035131","Duncan Robertshawe","APR2024","   $147.10","240200200061","Golf"
"  1242076538","Cynthia Mart\u00ednez","APR2024","    $57.30","220200200022","Shoes"
"  1242159212","Sandrina Stephano","MAY2024","   $446.60","230100200029","Outdoors"
"  1242162201","Lauren Krasowski","MAY2024","   $174.40","240200100053","Golf"
"  1242173926","Selim Okay","MAY2024","   $355.80","230100600026","Outdoors"
"  1242214574","Lera Knott","MAY2024","    $29.40","240200100230","Golf"
"  1242259863","Soberina Berent","MAY2024","   $706.20","240200100157","Golf"
"  1242458099","Karen Ballinger","JUN2024","    $12.20","230100400007","Outdoors"
"  1242477751","Cynthia Mart\u00ednez","JUN2024","   $120.40","220200200036","Shoes"
"  1242493791","Sandrina Stephano","JUN2024","   $126.80","220200100009","Shoes"
"  1242502670","Cynthia Mart\u00ednez","JUN2024","    $16.00","230100500056","Outdoors"
"  1242515373","Susan Krasowski","JUN2024","   $168.00","240200100057","Golf"
"  1242534503","Portia Reynoso","JUN2024","   $702.00","240200100118","Golf"
"  1242578860","Wilma Yeargan","JUN2024"," $1,937.20","240200100173","Golf"
"  1242923327","Portia Reynoso","JUL2024","    $16.60","240200100081","Golf"
"  1243026971","Karen Ballinger","AUG2024","   $252.20","230100500082","Outdoors"
"  1243039354","Wendell Summersby","AUG2024","    $17.60","230100600003","Outdoors"
"  1243152030","Dianne Patchin","AUG2024","    $40.20","230100400010","Outdoors"
"  1243165497","Angel Borwick","AUG2024","   $201.20","240200100052","Golf"
"  1243198099","Karen Ballinger","AUG2024","   $199.20","220200200018","Shoes"
"  1243227745","Robert Bowerman","AUG2024","     $6.40","230100500004","Outdoors"
"  1243269405","Bulent Urfalioglu","SEP2024","    $86.30","230100600030","Outdoors"
"  1243290080","Cynthia Mart\u00ednez","SEP2024","    $50.30","220200100137","Shoes"
"  1243290089","Dianne Patchin","SEP2024","    $78.20","230100600015","Outdoors"
"  1243398628","David Black","SEP2024","    $87.20","240200100053","Golf"
"  1243485097","Elke Wallstab","SEP2024","    $78.20","220200100002","Shoes"
"  1243568955","Cynthia Mart\u00ednez","OCT2024","   $172.50","220200300096","Shoes"
"  1243643970","Robert Bowerman","OCT2024","   $101.50","220200200035","Shoes"
"  1243644877","Lera Knott","OCT2024","    $14.60","240200100098","Golf"
"  1243670182","Patricia Bertolozzi","OCT2024","     $3.20","230100500004","Outdoors"
"  1243680376","Cynthia Mart\u00ednez","OCT2024","    $63.50","220200100190","Shoes"
"  1243887390","Avni Umran","NOV2024","   $519.30","230100700008","Outdoors"
"  1243951648","Alvan Goheen","NOV2024","    $86.30","230100600030","Outdoors"
